track_id,track_name,disc_number,duration_ms,popularity,preview_url,uri
4xalxj2hfKiU3Pws87fSeO,Yêu Sắc Yếu,1,177177,53,https://p.scdn.co/mp3-preview/81d7f066d71d1a2aaab4ead0ff41d62b3f2f5064?cid=e09527f6f59243c2b89ac0da0372bff0,https://open.spotify.com/track/4xalxj2hfKiU3Pws87fSeO
2hLg1Pbi7UFMGGBqOPY5Rb,Đếm Ngày Xa Em,1,256691,47,https://p.scdn.co/mp3-preview/b7a9229143f47027d6e8d8ce9e9da1b5e0d7b063?cid=e09527f6f59243c2b89ac0da0372bff0,https://open.spotify.com/track/2hLg1Pbi7UFMGGBqOPY5Rb
67Cxa088HT5J5OJ0SWB6Ip,Buông,1,233240,51,https://p.scdn.co/mp3-preview/d98b93569df95913bd8742fd51f5b9b25cc0e984?cid=e09527f6f59243c2b89ac0da0372bff0,https://open.spotify.com/track/67Cxa088HT5J5OJ0SWB6Ip
7y1YG4gX4gsG9pyv62eMNc,Special Thanks,1,80000,41,https://p.scdn.co/mp3-preview/9237b7c3123aa9d51b7696a0f3a8e3bb9e1c658d?cid=e09527f6f59243c2b89ac0da0372bff0,https://open.spotify.com/track/7y1YG4gX4gsG9pyv62eMNc
6UdpjBhLNMFl3dH46iXlGi,Nắng Ấm Ngang Qua,1,195697,54,https://p.scdn.co/mp3-preview/604b6ab0237b7894e35a51d03b18294bbd50e292?cid=e09527f6f59243c2b89ac0da0372bff0,https://open.spotify.com/track/6UdpjBhLNMFl3dH46iXlGi
